0.00,5.00,0,1,1,L,75
6.35,3.25,0,1,1,L,75
11.65,5.72,0,1,1,L,75
20.76,8.29,0,1,1,L,75
27.62,2.72,0,1,1,L,75
36.13,6.62,0,1,1,L,75
42.36,4.85,0,1,1,L,75
47.29,8.72,0,1,1,L,75
54.95,3.99,0,1,1,L,75
63.56,6.30,0,1,1,L,75
69.55,8.70,0,1,1,L,75
78.15,6.63,0,1,1,L,75
85.31,8.20,0,1,1,L,75
90.70,3.66,0,1,1,L,75
97.93,6.15,0,1,1,L,75
103.20,7.89,0,1,1,L,75
107.70,2.79,0,1,1,L,75
110.99,7.42,0,1,1,L,75
116.95,3.14,0,1,1,L,75
121.77,6.91,0,1,1,L,75
127.81,3.53,0,1,1,L,75
134.83,5.36,0,1,1,L,75
141.68,4.29,0,1,1,L,75
148.61,8.06,0,1,1,L,75
153.09,6.19,0,1,1,L,75
160.64,4.90,0,1,1,L,75
166.99,3.25,0,1,1,L,75
173.69,5.72,0,1,1,L,75
181.40,8.29,0,1,1,L,75
188.26,2.72,0,1,1,L,75
196.77,6.62,0,1,1,L,75
203.00,4.85,0,1,1,L,75
207.93,8.72,0,1,1,L,75
215.59,3.99,0,1,1,L,75
224.20,6.30,0,1,1,L,75
230.19,8.70,0,1,1,L,75
238.79,6.63,0,1,1,L,75
245.95,8.20,0,1,1,L,75
251.34,3.66,0,1,1,L,75
258.57,6.15,0,1,1,L,75
263.84,7.89,0,1,1,L,75
268.34,2.79,0,1,1,L,75
271.63,7.42,0,1,1,L,75
277.59,3.14,0,1,1,L,75
282.41,6.91,0,1,1,L,75
288.45,3.53,0,1,1,L,75
295.47,5.36,0,1,1,L,75
302.32,4.29,0,1,1,L,75
309.25,8.06,0,1,1,L,75
313.73,6.19,0,1,1,L,75
321.28,4.90,0,1,1,L,75
327.63,3.25,0,1,1,L,75
334.33,5.72,0,1,1,L,75
342.04,8.29,0,1,1,L,75
348.9,2.72,0,1,1,L,75
357.41,6.62,0,1,1,L,75
363.64,4.85,0,1,1,L,75
368.57,8.72,0,1,1,L,75
376.23,3.99,0,1,1,L,75
384.84,6.30,0,1,1,L,75
390.83,8.70,0,1,1,L,75
399.43,6.63,0,1,1,L,75
406.59,8.20,0,1,1,L,75
411.98,3.66,0,1,1,L,75
419.21,6.15,0,1,1,L,75
424.48,7.89,0,1,1,L,75
428.98,2.79,0,1,1,L,75
432.27,7.42,0,1,1,L,75
438.23,3.14,0,1,1,L,75
443.05,6.91,0,1,1,L,75
449.09,3.53,0,1,1,L,75
456.11,5.36,0,1,1,L,75
462.96,4.29,0,1,1,L,75
469.89,8.06,0,1,1,L,75
474.37,6.19,0,1,1,L,75
481.92,4.90,0,1,1,L,75
488.27,3.25,0,1,1,L,75
494.97,5.72,0,1,1,L,75
502.68,8.29,0,1,1,L,75
509.54,2.72,0,1,1,L,75
518.05,6.62,0,1,1,L,75
524.28,4.85,0,1,1,L,75
529.21,8.72,0,1,1,L,75
536.87,3.99,0,1,1,L,75
545.48,6.30,0,1,1,L,75
551.47,8.70,0,1,1,L,75
560.07,6.63,0,1,1,L,75
567.23,8.20,0,1,1,L,75
572.62,3.66,0,1,1,L,75
579.85,6.15,0,1,1,L,75
585.12,7.89,0,1,1,L,75
589.62,2.79,0,1,1,L,75
592.91,7.42,0,1,1,L,75
598.87,3.14,0,1,1,L,75
603.69,6.91,0,1,1,L,75
609.73,3.53,0,1,1,L,75
616.75,5.36,0,1,1,L,75
623.6,4.29,0,1,1,L,75
630.53,8.06,0,1,1,L,75
635.01,6.19,0,1,1,L,75
642.56,4.90,0,1,1,L,75
683,5.00,0,6,1,L,75
