0,5,0,1,1,L,75
4.5,4.25,0,1,1,L,75
9.74,5.49,0,1,1,L,75
13.91,3.75,0,1,1,L,75
20.08,4.38,0,1,1,L,75
24.29,5.6,0,1,1,L,75
29.53,4.51,0,1,1,L,75
33.66,3.75,0,1,1,L,75
39.74,5.39,0,1,1,L,75
44.76,4.55,0,1,1,L,75
49.04,6.25,0,1,1,L,75
55.11,5.55,0,1,1,L,75
61.32,4.11,0,1,1,L,75
67.1,5.5,0,1,1,L,75
72.1,3.99,0,1,1,L,75
77.13,4.54,0,1,1,L,75
83.08,5.4,0,1,1,L,75
87.12,6.25,0,1,1,L,75
92.07,4.89,0,1,1,L,75
96.42,6.25,0,1,1,L,75
102.16,5,0,1,1,L,75
108.3,5.8,0,1,1,L,75
112.52,4.11,0,1,1,L,75
117.98,5.5,0,1,1,L,75
123.41,3.99,0,1,1,L,75
129.27,4.54,0,1,1,L,75
133.16,5.7,0,1,1,L,75
136.99,6.25,0,1,1,L,75
142.8,4.89,0,1,1,L,75
146.91,6.25,0,1,1,L,75
152.06,5,0,1,1,L,75
156.5,4.17,0,1,1,L,75
161.74,5,0,1,1,L,75
165.91,5.45,0,1,1,L,75
172.08,6.25,0,1,1,L,75
176.29,5,0,1,1,L,75
181.53,4.56,0,1,1,L,75
185.66,4.04,0,1,1,L,75
191.74,5.07,0,1,1,L,75
196.76,5.97,0,1,1,L,75
201.04,4.12,0,1,1,L,75
207.11,4.17,0,1,1,L,75
213.32,5,0,1,1,L,75
219.1,5.45,0,1,1,L,75
224.1,6.25,0,1,1,L,75
229.13,5,0,1,1,L,75
235.08,4.56,0,1,1,L,75
239.12,4.04,0,1,1,L,75
244.07,5.07,0,1,1,L,75
248.42,5.97,0,1,1,L,75
254.16,4.12,0,1,1,L,75
260.3,6.25,0,1,1,L,75
264.52,5.49,0,1,1,L,75
269.98,3.75,0,1,1,L,75
275.41,4.38,0,1,1,L,75
281.27,5.6,0,1,1,L,75
285.16,4.51,0,1,1,L,75
288.99,3.8,0,1,1,L,75
294.8,5.39,0,1,1,L,75
298.91,4.55,0,1,1,L,75
304.06,5.87,0,1,1,L,75
308.5,6.25,0,1,1,L,75
313.74,5.49,0,1,1,L,75
317.91,3.75,0,1,1,L,75
324.08,4.38,0,1,1,L,75
328.29,5.6,0,1,1,L,75
333.53,4.51,0,1,1,L,75
337.66,3.8,0,1,1,L,75
343.74,5.39,0,1,1,L,75
348.76,4.55,0,1,1,L,75
353.04,5.87,0,1,1,L,75
359.11,5.8,0,1,1,L,75
365.32,4.11,0,1,1,L,75
371.1,5.5,0,1,1,L,75
376.1,3.99,0,1,1,L,75
381.13,4.54,0,1,1,L,75
387.08,5.7,0,1,1,L,75
391.12,6.25,0,1,1,L,75
396.07,4.89,0,1,1,L,75
400.42,6.25,0,1,1,L,75
406.16,5,0,1,1,L,75
412.3,5.8,0,1,1,L,75
416.52,4.11,0,1,1,L,75
421.98,5.5,0,1,1,L,75
427.41,3.99,0,1,1,L,75
433.27,4.54,0,1,1,L,75
437.16,5.7,0,1,1,L,75
440.99,6.25,0,1,1,L,75
446.8,4.89,0,1,1,L,75
450.91,6.25,0,1,1,L,75
456.06,5,0,1,1,L,75
460.5,4.17,0,1,1,L,75
465.74,5,0,1,1,L,75
469.91,5.45,0,1,1,L,75
476.08,6.25,0,1,1,L,75
480.29,5,0,1,1,L,75
485.53,4.56,0,1,1,L,75
489.66,4.04,0,1,1,L,75
495.74,5.07,0,1,1,L,75
500.76,5.97,0,1,1,L,75
505.04,4.12,0,1,1,L,75
545.55,5,0,6,1,L,75
