0,5,0,1,1,L
5.13,4.25,-10,1,1,L
9.09,6.22,-10,1,1,L
14.24,5.3,-10,1,1,L
18.26,4.9,-10,1,1,L
22.7,5.56,-10,1,1,L
26.7,6.17,-10,1,1,L
31.8,4.51,-10,1,1,L
35.73,4.48,-10,1,1,L
39.85,4.53,-10,1,1,L
44.3,3.98,-10,1,1,L
48.33,4.09,-10,1,1,L
54.14,5.77,-10,1,1,L
58.19,5.17,-10,1,1,L
62.58,5.86,-10,1,1,L
68.37,5.33,-10,1,1,L
74.53,5.82,-10,1,1,L
78.3,5.4,-10,1,1,L
83.06,4.33,-10,1,1,L
87.48,4.93,-10,1,1,L
92.68,4,-10,1,1,L
97.52,6.01,-10,1,1,L
102.47,5.73,-10,1,1,L
108.71,5.56,-10,1,1,L
113.6,5.39,-10,1,1,L
117.41,5.38,-10,1,1,L
122.02,5.53,-10,1,1,L
127.93,4.39,-10,1,1,L
131.94,4.78,-10,1,1,L
137.21,5.93,-10,1,1,L
142.31,5.06,-10,1,1,L
177.31,5,0,6,1,L
