0,5,0,1,1,L
4.7,1.44,-5,1,1,L
10.37,2.72,-5,1,1,L
16.23,4.97,-5,1,1,L
22.05,7.09,-5,1,1,L
28.87,6.83,-5,1,1,M
34.08,5.2,-5,1,1,L
37.81,3.13,-5,1,1,L
43.81,8.58,-5,1,1,L
46.64,2.76,-5,1,1,L
52.57,6.74,-5,1,1,M
58.68,3.76,-5,1,1,M
65.3,3.57,-5,1,1,L
68.01,3.15,-5,1,1,L
71.99001,3.72,-5,1,1,L
76.97001,6.34,-5,1,1,L
82.29001,2.27,-5,1,1,H
89.51001,3.38,-5,1,1,H
96.22001,1.89,-5,1,1,M
101.9,5.43,-5,1,1,L
109.33,7.93,-5,1,1,M
113.79,2.7,-5,1,1,M
122.31,7.14,-5,1,1,M
127.91,4.63,-5,1,1,L
133.99,4.46,-5,1,1,L
138.33,8.23,-5,1,1,L
142.13,3.41,-5,1,1,L
146.26,5.59,-5,1,1,L
152.03,4.36,-5,1,1,L
160.35,7.2,-5,1,1,H
163.65,6.64,-5,1,1,L
197.65,5,0,6,1,L
