0,5,0,1,1,L
4.83,3.97,0,1,1,L
8.139999,7.81,0,1,1,L
11.27,6.28,0,1,1,L
15.91,7.36,0,1,1,L
18.78,4.41,0,1,1,L
24.94,5.75,0,1,1,L
31.57,6.1,0,1,1,L
35.00,2.31,0,1,1,L
40.58,1.25,0,1,1,L
45.49,6.27,0,1,1,L
48.66,1.78,0,1,1,L
52.32999,7.74,0,1,1,L
56.64,3.83,0,1,1,L
61.41999,1.74,0,1,1,L
65.00,5.87,0,1,1,L
68.00,3.81,0,1,1,L
72.02,7.78,0,1,1,L
76.13,6.11,0,1,1,L
79.74,6.56,0,1,1,L
83.57,4.34,0,1,1,L
87.98,8.6,0,1,1,L
94.03,3.87,0,1,1,L
100.64,1.62,0,1,1,L
107.91,2.19,0,1,1,L
115.33,4.92,0,1,1,L
122.11,1.36,0,1,1,L
128.39,3.65,0,1,1,L
131.68,7.07,0,1,1,L
134.16,8.46,0,1,1,L
137.4,5.79,0,1,1,L
171.4,5,0,6,1,L
