0,5,0,1,1,L
4.5,4.09,-5,1,1,L
9,5.24,-5,1,1,L
13.36,5.85,-5,1,1,L
17.88,5.23,-5,1,1,L
21.63,5.41,-5,1,1,L
26.72,4.51,-5,1,1,L
31.65,5.57,-5,1,1,M
36.74,5.49,-5,1,1,L
42.46,5.59,-5,1,1,M
48.55,5.15,-5,1,1,M
54.26,5.37,-5,1,1,M
59.4,3.88,-5,1,1,M
63.75,6.08,-5,1,1,L
68.39,4.63,-5,1,1,M
73.66,4.42,-5,1,1,M
78.06999,5.71,-5,1,1,L
84.25999,5.04,-5,1,1,M
88.8,6.21,-5,1,1,L
95.03999,4.57,-5,1,1,M
100.93,4.55,-5,1,1,M
106.14,6.06,-5,1,1,M
111.18,6.2,-5,1,1,M
116.86,4.25,-5,1,1,M
122.42,4.09,-5,1,1,M
127.09,5.48,-5,1,1,L
131.54,5.82,-5,1,1,L
137.64,5.71,-5,1,1,M
141.52,5.29,-5,1,1,L
146.11,6,-5,1,1,L
151.85,5.84,-5,1,1,M
186.85,5,0,6,1,L
