0,5.5,0,1,1,L,0
8.2,7.2,0,1,1,L,0
17.1,3.8,0,1,1,L,0
25.2,7,0,1,1,L,0
33.6,3.8,0,1,1,L,0
41.4,6.7,0,1,1,L,0
48.2,4,0,1,1,L,0
56.1,7.1,0,1,1,L,0
64.8,4.2,0,1,1,L,0
71.4,5.6,0,1,1,L,0
77.4,5.4,0,1,1,L,0
84,5.6,0,1,1,L,0
90,5.4,0,1,1,L,0
97.6,7.1,0,1,1,L,0
105,3.8,0,1,1,L,0
112.8,7.1,0,1,1,L,0
120.4,4.1,0,1,1,L,0
128.8,6.8,0,1,1,L,0
135.8,4.1,0,1,1,L,0
144.2,7.1,0,1,1,L,0
152,3.8,0,1,1,L,0
159,5.6,0,1,1,L,0
166.2,5.4,0,1,1,L,0
173,5.8,0,1,1,L,0
180,5.4,0,1,1,L,0
189.00,4.80,0,2,1,L,+100
219.00,5,0,6,1,L,0
