0.00,5.00,0,1,1,L
4.50,5.80,0,1,1,L
9.74,4.11,0,1,1,L
13.91,5.50,0,1,1,L
20.08,3.99,0,1,1,L
24.29,4.54,0,1,1,L
29.53,5.70,0,1,1,L
33.66,6.25,0,1,1,L
39.74,4.89,0,1,1,L
44.76,6.25,0,1,1,L
49.04,5.00,0,1,1,L
55.11,6.25,0,1,1,L
61.32,5.49,0,1,1,L
67.10,3.75,0,1,1,L
72.10,4.38,0,1,1,L
77.13,5.60,0,1,1,L
83.08,4.51,0,1,1,L
87.12,3.80,0,1,1,L
92.07,5.39,0,1,1,L
96.42,4.55,0,1,1,L
102.16,5.87,0,1,1,L
108.30,4.17,0,1,1,L
112.52,5.00,0,1,1,L
117.98,5.45,0,1,1,L
123.41,6.25,0,1,1,L
129.27,5.00,0,1,1,L
133.16,4.56,0,1,1,L
136.99,4.04,0,1,1,L
142.80,5.07,0,1,1,L
146.91,5.97,0,1,1,L
152.06,4.12,0,1,1,L
156.50,5.80,0,1,1,L
161.74,4.11,0,1,1,L
165.91,5.50,0,1,1,L
172.08,3.99,0,1,1,L
176.29,4.54,0,1,1,L
181.53,5.70,0,1,1,L
185.66,6.25,0,1,1,L
191.74,4.89,0,1,1,L
196.76,6.25,0,1,1,L
201.04,5.00,0,1,1,L
207.11,6.25,0,1,1,L
213.32,5.49,0,1,1,L
219.10,3.75,0,1,1,L
224.10,4.38,0,1,1,L
229.13,5.60,0,1,1,L
235.08,4.51,0,1,1,L
239.12,3.80,0,1,1,L
244.07,5.39,0,1,1,L
248.42,4.55,0,1,1,L
254.16,5.87,0,1,1,L
260.30,4.17,0,1,1,L
264.52,5.00,0,1,1,L
269.98,5.45,0,1,1,L
275.41,6.25,0,1,1,L
281.27,5.00,0,1,1,L
285.16,4.56,0,1,1,L
288.99,4.04,0,1,1,L
294.80,5.07,0,1,1,L
298.91,5.97,0,1,1,L
304.06,4.12,0,1,1,L
308.50,5.80,0,1,1,L
313.74,4.11,0,1,1,L
317.91,5.50,0,1,1,L
324.08,3.99,0,1,1,L
328.29,4.54,0,1,1,L
333.53,5.70,0,1,1,L
337.66,6.25,0,1,1,L
343.74,4.89,0,1,1,L
348.76,6.25,0,1,1,L
353.04,5.00,0,1,1,L
359.11,6.25,0,1,1,L
365.32,5.49,0,1,1,L
371.10,3.75,0,1,1,L
376.10,4.38,0,1,1,L
381.13,5.60,0,1,1,L
387.08,4.51,0,1,1,L
391.12,3.80,0,1,1,L
396.07,5.39,0,1,1,L
400.42,4.55,0,1,1,L
406.16,5.87,0,1,1,L
412.30,4.17,0,1,1,L
416.52,5.00,0,1,1,L
421.98,5.45,0,1,1,L
427.41,6.25,0,1,1,L
433.27,5.00,0,1,1,L
437.16,4.56,0,1,1,L
440.99,4.04,0,1,1,L
446.80,5.07,0,1,1,L
450.91,5.97,0,1,1,L
456.06,4.12,0,1,1,L
460.50,5.80,0,1,1,L
465.74,4.11,0,1,1,L
469.91,5.50,0,1,1,L
476.08,3.99,0,1,1,L
480.29,4.54,0,1,1,L
485.53,5.70,0,1,1,L
489.66,6.25,0,1,1,L
495.74,4.89,0,1,1,L
500.76,6.25,0,1,1,L
505.04,5.25,0,1,1,L
540.06,5.00,0,6,1,L
