0.00,5.00,0,1,1,L
6.35,3.25,-30,1,1,L
11.65,5.72,-30,1,1,L
20.76,8.29,-30,1,1,L
27.62,2.72,-30,1,1,L
36.13,6.62,-30,1,1,L
42.36,4.85,-30,1,1,L
47.29,8.72,-30,1,1,L
54.95,3.99,-30,1,1,L
63.56,6.30,-30,1,1,L
69.55,8.70,-30,1,1,L
78.15,6.63,-30,1,1,L
85.31,8.20,-30,1,1,L
90.70,3.66,-30,1,1,L
97.93,6.15,-30,1,1,L
103.20,7.89,-30,1,1,L
107.70,2.79,-30,1,1,L
110.99,7.42,-30,1,1,L
116.95,3.14,-30,1,1,L
121.77,6.91,-30,1,1,L
127.81,3.53,-30,1,1,L
134.83,5.36,-30,1,1,L
141.68,4.29,-30,1,1,L
148.61,8.06,-30,1,1,L
153.09,6.19,-30,1,1,L
160.64,4.90,-30,1,1,L
166.99,3.25,-30,1,1,L
173.69,5.72,-30,1,1,L
181.40,8.29,-30,1,1,L
188.26,2.72,-30,1,1,L
196.77,6.62,-30,1,1,L
203.00,4.85,-30,1,1,L
207.93,8.72,-30,1,1,L
215.59,3.99,-30,1,1,L
224.20,6.30,-30,1,1,L
230.19,8.70,-30,1,1,L
238.79,6.63,-30,1,1,L
245.95,8.20,-30,1,1,L
251.34,3.66,-30,1,1,L
258.57,6.15,-30,1,1,L
263.84,7.89,-30,1,1,L
268.34,2.79,-30,1,1,L
271.63,7.42,-30,1,1,L
277.59,3.14,-30,1,1,L
282.41,6.91,-30,1,1,L
288.45,3.53,-30,1,1,L
295.47,5.36,-30,1,1,L
302.32,4.29,-30,1,1,L
309.25,8.06,-30,1,1,L
313.73,6.19,-30,1,1,L
321.28,4.90,-30,1,1,L
327.63,3.25,-30,1,1,L
334.33,5.72,-30,1,1,L
342.04,8.29,-30,1,1,L
348.9,2.72,-30,1,1,L
357.41,6.62,-30,1,1,L
363.64,4.85,-30,1,1,L
368.57,8.72,-30,1,1,L
376.23,3.99,-30,1,1,L
384.84,6.30,-30,1,1,L
390.83,8.70,-30,1,1,L
399.43,6.63,-30,1,1,L
406.59,8.20,-30,1,1,L
411.98,3.66,-30,1,1,L
419.21,6.15,-30,1,1,L
424.48,7.89,-30,1,1,L
428.98,2.79,-30,1,1,L
432.27,7.42,-30,1,1,L
438.23,3.14,-30,1,1,L
443.05,6.91,-30,1,1,L
449.09,3.53,-30,1,1,L
456.11,5.36,-30,1,1,L
462.96,4.29,-30,1,1,L
469.89,8.06,-30,1,1,L
474.37,6.19,-30,1,1,L
481.92,4.90,-30,1,1,L
488.27,3.25,-30,1,1,L
494.97,5.72,-30,1,1,L
502.68,8.29,-30,1,1,L
509.54,2.72,-30,1,1,L
518.05,6.62,-30,1,1,L
524.28,4.85,-30,1,1,L
529.21,8.72,-30,1,1,L
536.87,3.99,-30,1,1,L
545.48,6.30,-30,1,1,L
551.47,8.70,-30,1,1,L
560.07,6.63,-30,1,1,L
567.23,8.20,-30,1,1,L
572.62,3.66,-30,1,1,L
579.85,6.15,-30,1,1,L
585.12,7.89,-30,1,1,L
589.62,2.79,-30,1,1,L
592.91,7.42,-30,1,1,L
598.87,3.14,-30,1,1,L
603.69,6.91,-30,1,1,L
609.73,3.53,-30,1,1,L
616.75,5.36,-30,1,1,L
623.6,4.29,-30,1,1,L
630.53,8.06,-30,1,1,L
635.01,6.19,-30,1,1,L
642.56,4.90,-30,1,1,L
682.01,5.00,0,6,1,L
