0,5,0,1,1,L
6.35,6.63,0,1,1,M
13.05,8.2,0,1,1,M
20.76,3.66,0,1,1,M
27.62,6.15,0,1,1,M
36.13,7.89,0,1,1,M
42.36,2.79,0,1,1,M
47.29,7.42,0,1,1,M
54.95,3.14,0,1,1,M
63.56,6.91,0,1,1,M
69.55,3.53,0,1,1,M
78.15,3.25,0,1,1,M
85.31,5.72,0,1,1,M
90.7,8.29,0,1,1,M
97.93,2.72,0,1,1,M
103.2,6.62,0,1,1,M
107.7,4.85,0,1,1,M
110.99,8.72,0,1,1,M
116.95,3.99,0,1,1,M
121.77,6.3,0,1,1,M
127.81,8.7,0,1,1,M
134.83,4.85,0,1,1,M
141.68,8.72,0,1,1,M
148.61,3.99,0,1,1,M
153.09,6.3,0,1,1,M
160.64,8.7,0,1,1,M
166.99,6.63,0,1,1,M
173.69,8.2,0,1,1,M
181.4,3.66,0,1,1,M
188.26,6.15,0,1,1,M
196.77,7.89,0,1,1,M
203,5.36,0,1,1,M
207.93,4.29,0,1,1,M
215.59,8.06,0,1,1,M
224.2,6.19,0,1,1,M
230.19,4.9,0,1,1,M
238.79,3.25,0,1,1,M
245.95,5.72,0,1,1,M
251.34,8.29,0,1,1,M
258.57,2.72,0,1,1,M
263.84,6.62,0,1,1,M
268.34,3.25,0,1,1,M
271.63,5.72,0,1,1,M
277.59,8.29,0,1,1,M
282.41,2.72,0,1,1,M
288.45,6.62,0,1,1,M
295.47,4.85,0,1,1,M
302.32,8.72,0,1,1,M
309.25,3.99,0,1,1,M
313.73,6.3,0,1,1,M
321.28,8.7,0,1,1,M
327.63,2.79,0,1,1,M
334.33,7.42,0,1,1,M
342.04,3.14,0,1,1,M
348.9,6.91,0,1,1,M
357.41,3.53,0,1,1,M
363.64,5.36,0,1,1,M
368.57,4.29,0,1,1,M
376.23,8.06,0,1,1,M
384.84,6.19,0,1,1,M
390.83,4.9,0,1,1,M
399.43,5.36,0,1,1,M
406.59,4.29,0,1,1,M
411.98,8.06,0,1,1,M
419.21,6.19,0,1,1,M
424.48,4.9,0,1,1,M
428.98,3.25,0,1,1,M
432.27,5.72,0,1,1,M
438.23,8.29,0,1,1,M
443.05,2.72,0,1,1,M
449.09,6.62,0,1,1,M
456.11,6.63,0,1,1,M
462.96,8.2,0,1,1,M
469.89,3.66,0,1,1,M
474.37,6.15,0,1,1,M
481.92,7.89,0,1,1,M
488.27,2.79,0,1,1,M
494.97,7.42,0,1,1,M
502.68,3.14,0,1,1,M
509.54,6.91,0,1,1,M
518.05,3.53,0,1,1,M
524.28,2.79,0,1,1,M
529.21,7.42,0,1,1,M
536.87,3.14,0,1,1,M
545.48,6.91,0,1,1,M
551.47,3.53,0,1,1,M
560.07,5.36,0,1,1,M
567.23,4.29,0,1,1,M
572.62,8.06,0,1,1,M
579.85,6.19,0,1,1,M
585.12,4.9,0,1,1,M
589.62,4.85,0,1,1,M
592.91,8.72,0,1,1,M
598.87,3.99,0,1,1,M
603.69,6.3,0,1,1,M
609.73,8.7,0,1,1,M
616.75,6.63,0,1,1,M
623.6,8.2,0,1,1,M
630.53,3.66,0,1,1,M
635.01,6.15,0,1,1,M
642.56,7.89,0,1,1,M
682.01,5,0,6,1,L
