0.00,5.00,0,1,1,L,0
6.79,3.35,0,1,1,L,0
11.95,7.2,0,1,1,L,0
18,3.02,0,1,1,L,0
23.35,7.29,0,1,1,L,0
29.15,5.11,0,1,1,L,0
34.6,3.26,0,1,1,L,0
39.41,5.32,0,1,1,L,0
44.93,7.75,0,1,1,L,0
49.12,2.99,0,1,1,L,0
53.62,6.54,0,1,1,L,0
59.51,5.14,0,1,1,L,0
64.91,7.31,0,1,1,L,0
70.58,2.67,0,1,1,L,0
76.60,6.77,0,1,1,L,0
82.65,3.56,0,1,1,L,0
90.12,6.50,0,1,1,L,0
95.71,3.97,0,1,1,L,0
101.11,2.6,0,1,1,L,0
106.32,3.04,0,1,1,L,0
113.84,7.42,0,1,1,L,0
117.45,3.5,0,1,1,L,0
121.28,6.07,0,1,1,L,0
127.83,3.74,0,1,1,L,0
134.75,4.33,0,1,1,L,0
140.26,6.01,0,1,1,L,0
147.39,7.91,0,1,1,L,0
154.18,3.35,0,1,1,L,0
160.34,7.2,0,1,1,L,0
165.39,3.02,0,1,1,L,0
170.74,7.29,0,1,1,L,0
176.54,5.11,0,1,1,L,0
181.99,3.26,0,1,1,L,0
186.8,5.32,0,1,1,L,0
192.32,7.75,0,1,1,L,0
196.51,2.99,0,1,1,L,0
201.01,6.54,0,1,1,L,0
206.9,5.14,0,1,1,L,0
212.3,7.31,0,1,1,L,0
217.97,2.67,0,1,1,L,0
223.99,6.77,0,1,1,L,0
230.04,3.56,0,1,1,L,0
237.51,6.5,0,1,1,L,0
243.09999,3.97,0,1,1,L,0
248.5,2.6,0,1,1,L,0
253.71,3.04,0,1,1,L,0
261.23,7.42,0,1,1,L,0
264.84,3.5,0,1,1,L,0
268.67,6.07,0,1,1,L,0
275.22,3.74,0,1,1,L,0
282.14,4.33,0,1,1,L,0
287.65,6.01,0,1,1,L,0
294.78,7.91,0,1,1,L,0
301.57,3.35,0,1,1,L,0
307.73,7.2,0,1,1,L,0
312.78,3.02,0,1,1,L,0
318.13,7.29,0,1,1,L,0
323.93,5.11,0,1,1,L,0
329.38,3.26,0,1,1,L,0
334.19,5.32,0,1,1,L,0
339.71,7.75,0,1,1,L,0
343.9,2.99,0,1,1,L,0
348.4,6.54,0,1,1,L,0
354.29,5.14,0,1,1,L,0
359.69,7.31,0,1,1,L,0
365.36,2.67,0,1,1,L,0
371.38,6.77,0,1,1,L,0
377.43,3.56,0,1,1,L,0
384.9,6.5,0,1,1,L,0
390.49,3.97,0,1,1,L,0
395.89,2.6,0,1,1,L,0
401.1,3.04,0,1,1,L,0
408.62,7.42,0,1,1,L,0
412.23,3.5,0,1,1,L,0
416.06,6.07,0,1,1,L,0
422.61,3.74,0,1,1,L,0
429.53,4.33,0,1,1,L,0
435.04,6.01,0,1,1,L,0
442.17,7.91,0,1,1,L,0
448.96,3.35,0,1,1,L,0
455.12,7.2,0,1,1,L,0
460.17,3.02,0,1,1,L,0
465.52,7.29,0,1,1,L,0
471.32,5.11,0,1,1,L,0
476.77,3.26,0,1,1,L,0
481.58,5.32,0,1,1,L,0
487.1,7.75,0,1,1,L,0
491.29,2.99,0,1,1,L,0
495.79,6.54,0,1,1,L,0
501.68,5.14,0,1,1,L,0
507.08,7.31,0,1,1,L,0
512.75,2.67,0,1,1,L,0
518.77,6.77,0,1,1,L,0
524.82,3.56,0,1,1,L,0
532.29,6.5,0,1,1,L,0
537.88,3.97,0,1,1,L,0
543.28,2.6,0,1,1,L,0
548.49,3.04,0,1,1,L,0
556.01,7.42,0,1,1,L,0
559.62,3.5,0,1,1,L,0
563.45,6.07,0,1,1,L,0
605.45,5,0,6,1,L,0
