0.00,5.00,0,1,1,L,0
5.5,7.28,0,1,1,L,0
10.94,5.57,0,1,1,L,0
17.26,7.00,0,1,1,L,0
21.85,2.93,0,1,1,L,0
27.32,8.00,0,1,1,L,0
32.22,6.86,0,1,1,L,0
38.54,5.24,0,1,1,L,0
44.25,2.72,0,1,1,L,0
51.9,5.08,0,1,1,L,0
56.05,3.26,0,1,1,L,0
61.35,4.08,0,1,1,L,0
68.43,4.28,0,1,1,L,0
74.8,6.89,0,1,1,L,0
80.01,6.04,0,1,1,L,0
85.82,7.65,0,1,1,L,0
91.37,7.03,0,1,1,L,0
97.00,5.36,0,1,1,L,0
102.57,3.78,0,1,1,L,0
109.77,4.69,0,1,1,L,0
114.03,3.81,0,1,1,L,0
119.22,3.88,0,1,1,L,0
125.2,5.12,0,1,1,L,0
130.71,6.01,0,1,1,L,0
136.14,3.31,0,1,1,L,0
141.77,5.54,0,1,1,L,0
148.74,4.65,0,1,1,L,0
154.24,7.28,0,1,1,L,0
159.68,5.57,0,1,1,L,0
166,7,0,1,1,L,0
170.59,2.93,0,1,1,L,0
176.06,8,0,1,1,L,0
180.96,6.86,0,1,1,L,0
187.28,5.24,0,1,1,L,0
192.99,2.72,0,1,1,L,0
200.64,5.08,0,1,1,L,0
204.79,3.26,0,1,1,L,0
210.09,4.08,0,1,1,L,0
217.17,4.28,0,1,1,L,0
223.54,6.89,0,1,1,L,0
228.75,6.04,0,1,1,L,0
234.56,7.65,0,1,1,L,0
240.11,7.03,0,1,1,L,0
245.74,5.36,0,1,1,L,0
251.31,3.78,0,1,1,L,0
258.51,4.69,0,1,1,L,0
262.77,3.81,0,1,1,L,0
267.96,3.88,0,1,1,L,0
273.94,5.12,0,1,1,L,0
279.45,6.01,0,1,1,L,0
284.88,3.31,0,1,1,L,0
290.51,5.54,0,1,1,L,0
297.48,4.65,0,1,1,L,0
302.98,7.28,0,1,1,L,0
308.42,5.57,0,1,1,L,0
314.74,7,0,1,1,L,0
319.33,2.93,0,1,1,L,0
324.8,8,0,1,1,L,0
329.7,6.86,0,1,1,L,0
336.02,5.24,0,1,1,L,0
341.73,2.72,0,1,1,L,0
349.38,5.08,0,1,1,L,0
353.53,3.26,0,1,1,L,0
358.83,4.08,0,1,1,L,0
365.91,4.28,0,1,1,L,0
372.28,6.89,0,1,1,L,0
377.49,6.04,0,1,1,L,0
383.3,7.65,0,1,1,L,0
388.85,7.03,0,1,1,L,0
394.48,5.36,0,1,1,L,0
400.05,3.78,0,1,1,L,0
407.25,4.69,0,1,1,L,0
411.51,3.81,0,1,1,L,0
416.7,3.88,0,1,1,L,0
422.68,5.12,0,1,1,L,0
428.19,6.01,0,1,1,L,0
433.62,3.31,0,1,1,L,0
439.25,5.54,0,1,1,L,0
446.22,4.65,0,1,1,L,0
451.72,7.28,0,1,1,L,0
457.16,5.57,0,1,1,L,0
463.48,7,0,1,1,L,0
468.07,2.93,0,1,1,L,0
473.54,8,0,1,1,L,0
478.44,6.86,0,1,1,L,0
484.76,5.24,0,1,1,L,0
490.47,2.72,0,1,1,L,0
498.12,5.08,0,1,1,L,0
502.27,3.26,0,1,1,L,0
507.57,4.08,0,1,1,L,0
514.65,4.28,0,1,1,L,0
521.02,6.89,0,1,1,L,0
526.23,6.04,0,1,1,L,0
532.04,7.65,0,1,1,L,0
537.59,7.03,0,1,1,L,0
543.22,5.36,0,1,1,L,0
548.79,3.78,0,1,1,L,0
555.99,4.69,0,1,1,L,0
560.25,3.81,0,1,1,L,0
565.44,3.88,0,1,1,L,0
571.42,5.12,0,1,1,L,0
613.42,5,0,6,1,L,0
